Title;Latitude;Longitude
Samostrzel (Samostrzel);53.127777;17.433886
Podbor (Podbor);51.36056;20.876108
Bystra Podhalanska (Bystra Podhalańska);49.658057;19.787775
Radzionkow (Radzionków);50.40889;18.915003
Bystrzyca Klodzka (Bystrzyca Kłodzka);50.296948;16.654998
Bytom Polnocny (Bytom Północny);50.378057;18.880556
Bytom Odrzanski (Bytom Odrzański);51.726385;15.821671
Budzyn (Budzyń);52.894165;16.966115
Bydgoszcz Legnowo (Bydgoszcz Łęgnowo);53.108054;18.113336
Bytom Karb (Bytom Karb);50.351944;18.881671
Radzionkow Rojca (Radzionków Rojca);50.395829;18.9
Podlesie (Podlesie);50.764998;19.60444
Sadowne Wegrowskie (Sadowne Węgrowskie);52.607778;21.863609
Przedmoscie Swiete (Przedmoście Święte);51.190556;16.666109
Stalowa Wola Centrum (Stalowa Wola Centrum);50.569725;22.055277
Satopy (Sątopy);52.303331;16.208054
Satopy-Samulewo (Sątopy-Samulewo);54.073334;21.024169
Sarnow (Sarnów);51.843335;22.296664
Staw Kunowski (Staw Kunowski);51.004165;21.247776
Podlasek (Podlasek);53.557218;22.535004
Podlesiec (Podlesiec);52.936945;15.876388
Bytnica (Bytnica);52.131385;15.148334
Bydgoszcz Wschod (Bydgoszcz Wschód);53.127777;18.086108
Bydgoszcz Lesna (Bydgoszcz Leśna);53.142501;18.033611
Bydgoszcz Fordon (Bydgoszcz Fordon);53.146393;18.157221
Bydgoszcz Brdyujscie (Bydgoszcz Brdyujście);53.133889;18.111943
Byczyna Kluczborska (Byczyna Kluczborska);51.114166;18.200001
Bydgoszcz Bielawy (Bydgoszcz Bielawy);53.131669;18.055275
Bydgoszcz Akademia (Bydgoszcz Akademia);53.140559;18.136663
Borowina (Borowina);51.824997;22.270281
Sanok Dabrowka (Sanok Dąbrówka);49.569163;22.159444
Samborowo (Samborowo);53.671669;19.82028
Sadurki (Sadurki);51.285833;22.285275
Strzyzyna (Strzyżyna);51.693611;21.172779
Sadlinki (Sadlinki);53.667498;18.880556
Starachowice Wschodnie (Starachowice Wschodnie);51.041668;21.078886
Grudziadz Mniszek (Grudziądz Mniszek);53.433059;18.725277
Biskupice Wielkopolskie (Biskupice Wielkopolskie);52.466944;17.170278
Brwinow (Brwinów);52.141669;20.718059
Gluszyca (Głuszyca);50.688059;16.353886
Bialystok Wiadukt (Białystok Wiadukt);53.111111;23.094996
Sadowice Wroclawskie (Sadowice Wrocławskie);51.056114;16.825002
Sabinka (Sabinka);52.173329;22.172775
Sarnaki (Sarnaki);52.325831;22.881385
Rzezawa (Rzezawa);49.984168;20.511388
Rzeczyce Slaskie Po (Rzeczyce Śląskie Po);50.356663;18.567219
Rzeszow Osiedle (Rzeszów Osiedle);50.022219;21.977502
Rzeszow Staroniwa (Rzeszów Staroniwa);50.038885;21.989718
Rzerzeczyce (Rzerzęczyce);50.89722;19.328336
Borowa Olesnicka (Borowa Oleśnicka);51.184165;17.277501
Gralewo (Gralewo);53.320002;20.036111
Barwald Gorny (Barwałd Górny);49.864998;19.621393
Golotczyzna (Gołotczyzna);52.784164;20.682219
Barwald Sredni (Barwałd Średni);49.872504;19.598057
Gluszyno Pomorskie (Głuszyno Pomorskie);54.490002;17.417778
Gliwice Labedy (Gliwice Łabędy);50.339997;18.622503
Gliwice Kuznica (Gliwice Kuźnica);50.357499;18.621946
Rzepedz (Rzepedź);49.37167;22.111945
Rzozow (Rzozów);49.945559;19.804441
Rzeczyca Kolonia (Rzeczyca Kolonia);50.840274;22.270002
Rozki (Rożki);51.33806;21.05333
Rzeczyca (Rzeczyca);50.839725;22.208057
Bukowo Czluchowskie (Bukowo Człuchowskie);53.573057;17.371393
Glogow Huta (Głogów Huta);51.67583;15.991666
Glogow Malopolski (Głogów Małopolski);50.148608;21.958058
Glebokie Miedzyrzeckie (Głębokie Międzyrzeckie);52.484724;15.534169
Gluchow (Głuchów);50.083337;22.279719
Golab (Gołąb);51.500558;21.919998
Bursztynowo (Bursztynowo);53.40139;19.069447
Brusy (Brusy);53.882502;17.728058
Burkat (Burkat);53.275559;20.135001
Gadkow Wielki (Gądków Wielki);52.246115;14.963615
Golaszewo Kujawskie (Gołaszewo Kujawskie);52.545833;19.091389
Bukowo (Bukowo);50.896393;18.106945
Bukowno (Bukowno);50.263885;19.459444
Bukowiec Miedzyrzecki (Bukowiec Międzyrzecki);52.385555;15.705836
Budziszowice (Budziszowice);50.522775;17.533334
Bulowice (Bulowice);49.87583;19.290554
Bukowa (Bukowa);50.859169;20.203058
Gdansk Osowa (Gdańsk Osowa);54.421109;18.451663
Gorzuchow Klodzki (Gorzuchów Kłodzki);50.49;16.571389
Rybnik Paruszowiec (Rybnik Paruszowiec);50.102223;18.56472
Rytel Wies (Rytel Wieś);53.760554;17.772501
Rudyszwald (Rudyszwałd);49.940831;18.303332
Rytro (Rytro);49.48639;20.680278
Gorki Slaskie (Górki Śląskie);50.141947;18.390276
Gora Kalwaria (Góra Kalwaria);51.989446;21.194443
Gorki Noteckie (Górki Noteckie);52.793333;15.488333
Tomaszow Boleslawiecki (Tomaszów Bolesławiecki);51.286112;15.679722
Garki (Garki);51.54056;17.64889
Tolkiny (Tołkiny);54.1125;21.239164
Nowy Bierun (Nowy Bieruń);50.073889;19.184724
Tulowice Niemodlinskie (Tułowice Niemodlińskie);50.598059;17.649169
Tarnow Moscice (Tarnów Mościce);50.006389;20.925279
Grodzisko Dolne (Grodzisko Dolne);50.169445;22.509169
Budy Glogowskie (Budy Głogowskie);50.16806;21.918056
Golubie Kaszubskie (Gołubie Kaszubskie);54.212775;18.037224
Budachow (Budachów);52.15278;15.08167
Radzymin (Radzymin);52.424164;21.175835
Ryki (Ryki);51.606388;21.946669
Ryjewo (Ryjewo);53.843336;18.956947
Rybnica (Rybnica);50.91056;15.645554
Rytel (Rytel);53.748329;17.725829
Gieraltow Wykroty (Gierałtów Wykroty);51.21694;15.28444
Grajewo (Grajewo);53.649726;22.44833
Tloki (Tłoki);52.116113;16.172223
Tlen (Tlen);53.614165;18.266665
Tluszcz (Tłuszcz);52.431391;21.43583
Tuczno Krajenskie (Tuczno Krajeńskie);53.218891;16.17528
Gieraltow (Gierałtów);51.191392;15.300279
Gierwaty (Gierwaty);52.993891;21.603892
Terespol Pomorski (Terespol Pomorski);53.409723;18.351946
Rydzyna (Rydzyna);51.770837;16.646944
Rycerka (Rycerka);49.498337;19.081663
Rakowice Wielkie (Rakowice Wielkie);51.12694;15.56306
Ruda Wielka (Ruda Wielka);51.301663;21.043891
Roszkowo Wagrowieckie (Roszkowo Wągrowieckie);52.70861;17.17639
Geniusze (Geniusze);53.383052;23.439445
Goniadz (Goniądz);53.459443;22.725836
Tereszpol Bilgorajski (Tereszpol Biłgorajski);50.574445;22.885278
Glucholazy Miasto (Głuchołazy Miasto);50.31694;17.390001
Tarnawa Dolna (Tarnawa Dolna);49.47972;22.259997
Grzegorzewo (Grzegorzewo);52.485282;21.42889
Taczanow (Taczanów);51.839721;17.756392
Tarzymiechy (Tarzymiechy);50.854719;23.122224
Gogolin (Gogolin);50.492499;18.019165
Tarnowiec (Tarnowiec);49.736111;21.577779
Gorlice Glinik (Gorlice Glinik);49.671667;21.173057
Tarnowo Pomorskie (Tarnowo Pomorskie);53.306392;15.365837
Tarnow Opolski (Tarnów Opolski);50.572224;18.077496
Gluszyca Gorna (Głuszyca Górna);50.673056;16.371388
Tarnowo Rogozinskie (Tarnowo Rogozińskie);52.804165;16.975275
Tarlo (Tarło);51.506114;22.688333
Grodek (Grodek);51.571393;22.787781
Grebocin (Grębocin);53.045831;18.690282
Tarchaly Wielkie (Tarchały Wielkie);51.587223;17.702502
Targowiska (Targowiska);49.649446;21.821944
Rogoznica Kolo Rzeszowa (Rogoźnica koło Rzeszowa);50.116948;21.96889
Gronowo Elblaskie (Gronowo Elbląskie);54.089443;19.305
Taciszow (Taciszów);50.358056;18.507504
Gdansk Zaspa (Gdańsk Zaspa);54.389718;18.59167
Tarnobrzeg (Tarnobrzeg);50.568053;21.696113
Gdynia Wielki Kack (Gdynia Wielki Kack);54.465282;18.503333
Gdynia Stocznia (Gdynia Stocznia);54.525554;18.519163
Szymiszow (Szymiszów);50.52833;18.223607
Wegorzewo;54.21783140668685;21.72540595716624
Karolinowka (Karolinówka);51.189163;23.550282
Komancza Letnisko (Komańcza Letnisko);49.346392;22.080554
Strzalkowo (Strzałkowo);52.31028;17.807775
Szczejkowice Po (Szczejkowice Po);50.079723;18.671386
Gdansk Politechnika (Gdańsk Politechnika);54.374167;18.626944
Gdansk Orunia (Gdańsk Orunia);54.324448;18.634441
Szreniawa (Szreniawa);52.317498;16.799167
Gdansk Lipce (Gdańsk Lipce);54.302226;18.635555
Szklarska Poreba Srednia (Szklarska Poręba Średnia);50.838611;15.540003
Gardeja (Gardeja);53.591665;18.933053
Grodzie (Grodzie);54.345276;19.961941
Gdynia Grabowek (Gdynia Grabówek);54.534723;18.494721
Krakow Mydlniki (Kraków Mydlniki);50.083607;19.859167
Krzemienica (Krzemienica);50.081665;22.186942
Kamien Slaski (Kamień Śląski);50.551109;18.123889
Krzemionki (Krzemionki);49.840835;19.115274
Komprachcice (Komprachcice);50.63167;17.821393
Gorka Duchowna (Górka Duchowna);51.954163;16.576945
Gdansk Oliwa (Gda?sk Oliwa);54.409441;18.571948
Garczegorze (Garczegorze);54.589441;17.703059
Gdakowo (Gdakowo);53.818337;19.168885
Szczepki (Szczepki);53.966947;22.984447
Szlachta (Szlachta);53.763053;18.11917
Szaflary (Szaflary);49.43944;20.017503
Zembrzyce (Zembrzyce);49.775555;19.59083
Zelislawice (Żelisławice);50.803607;19.858052
Szebnie (Szebnie);49.755554;21.613052
Szachy (Szachy);51.991666;22.910555
Strzyzow Nad Wislokiem (Strzyżów nad Wisłokiem);49.869169;21.800558
Gosciszow (Gościszów);51.169441;15.416392
Goleczewo (Golęczewo);52.534722;16.828058
Stary Wielislaw (Stary Wielisław);50.404998;16.576109
Kamien Lowicki (Kamień Łowicki);51.98861;19.753058
Kamiensk (Kamieńsk);51.186385;19.499446
Kozmin Wielkopolski (Koźmin Wielkopolski);51.831946;17.443891
Kamienczyce (Kamieńczyce);50.327223;20.005835
Krakow Mydlniki Wapiennik (Kraków Mydlniki-Wapiennik);50.090834;19.844721
Klomnice (Kłomnice);50.915837;19.341667
Kamionka Wielka (Kamionka Wielka);49.578053;20.78111
Stary Klukom (Stary Klukom);53.131948;15.455001
Zegiestow (Żegiestów);49.367778;20.785559
Strykow (Stryków);51.910835;19.594165
Zebice Wroclawskie (Zębice Wrocławskie);51.006664;17.162223
Zebrzydowa (Zebrzydowa);51.255279;15.377775
Stary Sacz (Stary Sącz);49.558888;20.643332
Stryszow (Stryszów);49.825553;19.62222
Skrzynno (Skrzynno);51.36528;20.721385
Teresin Niepokalanow (Teresin Niepokalanów);52.201942;20.416948
Zdrojowisko (Zdrojowisko);50.612226;16.509166
Stary Kisielin (Stary Kisielin);51.936391;15.59028
Kolumna (Kolumna);51.614721;19.195278
Klokowa (Kłokowa);49.953335;20.957226
Klementowice (Klementowice);51.363059;22.109446
Klemensow (Klemensow);50.697777;23.036665
Klodzko Zagorze (Kłodzko Zagórze);50.415003;16.612776
Kolbiel (Kołbiel);52.040558;21.433052
Szydlow (Szydłów);50.606114;17.705001
Stary Wegliniec (Stary Węgliniec);51.307218;15.195276
Zdrody Nowe (Zdrody Nowe);52.954168;22.782225
Zdzieszowice (Zdzieszowice);50.4225;18.125831
Szczytna (Szczytna);50.408333;16.44972
Zabiezki (Zabieżki);52.009725;21.477225
Zbydniow (Zbydniów);50.634726;21.920555
Zabowo (Żabowo);53.717226;15.189999
Sucha Zyrardowska (Sucha Żyrardowska);52.022778;20.359444
Zabrzeg Czarnolesie Po (Zabrzeg Czarnolesie Po);49.903885;18.907218
Sycze (Sycze);52.429719;22.999998
Szymbory (Szymbory);52.892502;22.605282
Stryszawa (Stryszawa);49.734169;19.526108
Kleszczele (Kleszczele);52.561115;23.329165
Klaj (Kłaj);50.00194;20.300555
Karlowice (Karłowice);50.879718;17.699167
Klecza Gorna (Klecza Górna);49.865277;19.56806
Klecza Dolna (Klecza Dolna);49.878608;19.533892
Zabierzow (Zabierzów);50.117496;19.799443
Zblewo (Zblewo);53.943053;18.305831
Szewce (Szewce);51.214998;16.955274
Zabi Rog (Żabi Róg);53.876111;20.01806
Zabno kolo Chojnic (Żabno koło Chojnic);53.854725;17.7075
Klepacze (Klepacze);53.102778;23.080559
Krakow Zablocie (Kraków Zabłocie);50.048054;19.9575
Karnkowo (Karnkowo);52.866946;19.264719
Kokotow (Kokotów);50.017779;20.069721
Krakow Swoszowice (Kraków Swoszowice);50.000277;19.92806
Zbaszyn Przedmiescie (Zbąszyń Przedmieście);52.256947;15.926944
Zbaszyn (Zbąszyń);52.259446;15.894726
Zawadzkie (Zawadzkie);50.608891;18.473893
Zawada (Zawada);50.715279;23.123887
Zabrowo (Ząbrowo);53.631667;19.465278
Zastow (Zastów);50.121667;20.064723
Zarow (Żarów);50.939721;16.493336
Krakow Krzemionki (Kraków Krzemionki);50.040836;19.958893
Kulin Klodzki (Kulin Kłodzki);50.419444;16.325552
Moscisko Dzierzoniowskie (Mościsko Dzierżoniowskie);50.771947;16.580558
Milcza (Milcza);49.60556;21.902775
Myslowice Brzezinka (Mysłowice Brzezinka);50.197779;19.15444
Kakolewo (Kąkolewo);51.857781;16.686946
Mazily (Maziły);50.404998;23.314441
Krakow Lobzow (Kraków Łobzów);50.081944;19.918055
Kalisz Kaszubski (Kalisz Kaszubski);54.045;17.786111
Krojanty (Krojanty);53.727416;17.6117353
Krajenka (Krajenka);53.28889;16.991114
Zaosie (Zaosie);51.632781;19.934164
Zalno (Żalno);53.598056;17.75917
Zakowice (Żakowice);51.732219;19.790831
Zaborow (Zaborów);49.90722;21.830277
Matysy (Matysy);51.939996;22.493887
Maslonskie Natalin (Masłońskie Natalin);50.650556;19.254166
Marczow (Marczów);51.050837;15.664719
Kreznica Jara (Krężnica Jara);51.153053;22.465553
Malomice (Małomice);51.54972;15.446668
Koscierzyna (Kościerzyna);54.121112;17.993887
Maksymilianowo (Maksymilianowo);53.21472;18.029718
Majewo (Majewo);53.802219;18.679441
Kornik (Kórnik);52.28333;17.099721
Zajezierze Kolo Deblina (Zajezierze koło Dęblina);51.542502;21.817503
Zaczernie (Zaczernie);50.095275;21.979444
Zaborze Po (Zaborze Po);49.870832;18.811393
Zarzeka (Zarzeka);51.539167;21.849442
Zabiny (Żabiny);53.342223;19.982778
Wierzchowo Czluchowskie (Wierzchowo Człuchowskie);53.618057;17.447496
Wierzchucin Stary (Wierzchucin Stary);53.55694;18.091393
Makow Podhalanski (Maków Podhalański);49.726663;19.67861
Male Gacno (Małe Gacno);53.610003;18.109444
Kielce Piaski Po (Kielce Piaski Po);50.888609;20.624724
Kosina (Kosina);50.083607;22.322499
Majdan (Majdan);51.148334;22.426387
Klimontow (Klimontów);50.525831;20.030555
Kielpino Kartuskie (Kiełpino Kartuskie);54.287223;18.231391
Bogdaniec;52.68898173869621;15.079412006966528
Kielce Bialogon (Kielce Białogon);50.854719;20.573054
Kopalina (Kopalina);51.02111;17.404447
Kielce Czarnow (Kielce Czarnów);50.888887;20.583608
Kiekrz (Kiekrz);52.475834;16.789998
Warszawa Zachodnia P8 (Warszawa Zachodnia P8);52.2225;20.961388
Warszawa Zeran (Warszawa Żerań);52.314442;20.998613
Warszawa Wilenska (Warszawa Wileńska);52.255275;21.037779
Kaliszki (Kaliszki);53.619163;21.988613
Wierzawice (Wierzawice);50.238886;22.464169
Laziska Gorne (Łaziska Górne);50.159718;18.846667
Wierzbica Gorna (Wierzbica Górna);51.022224;17.975558
Lomnica-Zdroj (Łomnica-Zdrój);49.419996;20.72472
Wieliszew (Wieliszew);52.429719;20.977776
Lublin Zemborzyce (Lublin Zemborzyce);51.171113;22.50222
Lubzina (Lubzina);50.072226;21.529165
Lucynow (Lucynów);52.553609;21.459445
Laskarzew Przystanek (Łaskarzew Przystanek);51.798056;21.608612
Lysomice (Łysomice);53.085833;18.620274
Gorzow Wielkopolski Wschodni (Gorzów Wielkopolski Wschodni);52.731667;15.249166
Mokre (Mokre);50.70806;23.205276
Chmielow Zagumnie (Chmielów Zagumnie);50.521139;21.706648
Medyka Towarowa (Medyka Towarowa);49.786109;22.883615
Medyka Rozrzadowa (Medyka Rozrządowa);49.794163;22.910834
Warszawa Rakowiec (Warszawa Rakowiec);52.196944;20.965829
Wyszomierz (Wyszomierz);53.625833;15.063332
Wyszyny (Wyszyny);53.060834;20.392497
Wyszkow (Wyszków);52.601665;21.446671
Wyrzysk Osiek (Wyrzysk Osiek);53.119165;17.292504
Lubycza Krolewska (Lubycza Królewska);50.339718;23.530281
Lwowek Slaski (Lwówek Śląski);51.109725;15.593893
Lewickie (Lewickie);53.028329;23.124723
Krakow Sanktuarium (Kraków Sanktuarium);50.013886;19.934443
Deblin (Dęblin);51.577497;21.835275
Dabrowa Gornicza Zabkowice (Dąbrowa Górnicza Ząbkowice);50.366947;19.264998
Czyzew (Czyżew);52.799724;22.342221
Czerwiensk (Czerwieńsk);52.015281;15.412221
Ciechanow (Ciechanów);52.883612;20.591114
Choszczno (Choszczno);53.16528;15.403052
Chodziez (Chodzież);52.993891;16.909447
Chabowka (Chabówka);49.59694;19.936393
Wysoka Braniewska (Wysoka Braniewska);54.279169;20.021386
Wykno (Wykno);51.661115;19.904167
Wygoda (Wygoda);51.703607;21.71944
Wydminy (Wydminy);53.976943;22.032498
Wydartowo (Wydartowo);52.608335;17.90111
Wysoczany (Wysoczany);49.435835;22.151389
Luzino (Luzino);54.567219;18.10361
Ludynia (Ludynia);50.851942;20.162778
Bydgoszcz Blonie (Bydgoszcz Błonie);53.117781;17.951665
Lutol Suchy (Lutol Suchy);52.343612;15.754719
Szymany Lotnisko (Szymany Lotnisko);53.48944;20.9475
Przebedowo (Przebędowo);52.583615;17.02361
Lopuchowo Osiedle (Łopuchowo Osiedle);52.618888;17.109726
Augustow (Augustów);53.852496;23.02639
Radomsko (Radomsko);51.074443;19.43778
Biala Podlaska (Biała Podlaska);52.020279;23.130557
Zgorzelec (Zgorzelec);51.14028;15.004165
Terespol (Terespol);52.074169;23.601107
Kunowice (Kunowice);52.34167;14.637504
Rzepin (Rzepin);52.350003;14.815275
Poznan Glowny (Poznań Główny);52.401385;16.911667
Olesnica (Oleśnica);51.200552;17.387223
Lubowo (Łubowo);53.583889;16.389726
Lubiewo (Lubiewo);53.915277;14.418059
Lukow Lapiguz (Łuków Łapiguz);51.92333;22.359445
Lubajny (Lubajny);53.700282;20.025557
Gdansk Bretowo (Gdańsk Brętowo);54.365277;18.573611
Krakow Zakliki (Kraków Zakliki);50.079723;19.849441
Krakow Olszanica (Kraków Olszanica);50.076388;19.825556
Gdansk Strzyza (Gdańsk Strzyża);54.391669;18.57833
Gdansk Niedzwiednik (Gdańsk Niedźwiednik);54.377781;18.571948
Krześnica Sarbinowo;52.6549067895473;14.698486890702043
Gdansk Jasien (Gdańsk Jasień);54.353887;18.550553
Gdansk Kielpinek (Gdańsk Kiełpinek);54.355281;18.528889
Gdansk Matarnia (Gdańsk Matarnia);54.373331;18.506668
Gdansk Port Lotniczy (Gdańsk Port Lotniczy);54.382779;18.466945
Gdansk Rebiechowo (Gdańsk Rębiechowo);54.384999;18.45694
Boleslawiec (Bolesławiec);51.267774;15.558889
Marciszow (Marciszów);50.851393;16.007775
Jaworzyna Slaska (Jaworzyna Śląska);50.912502;16.428335
Strzelin (Strzelin);50.78472;17.060277
Ilawa Glowna (Iława Główna);53.582775;19.574164
Tarnowskie Gory (Tarnowskie Góry);50.446942;18.864996
Chorzow Miasto (Chorzów Miasto);50.298053;18.948892
Trzebinia (Trzebinia);50.154163;19.453052
Zbaszynek (Zbąszynek);52.241944;15.8175
Zabrze (Zabrze);50.305281;18.786664
Warszawa Zachodnia (Warszawa Zachodnia);52.220001;20.965281
Lubiana (Łubiana);54.114999;17.867499
Luczyce (Łuczyce);50.162775;20.074441
Lubanie (Lubanie);52.741942;18.924442
Lugi Gorzyckie (Ługi Górzyckie);52.516115;14.651114
Okuninka Biale (Okuninka Białe);51.491389;23.589996
Majdan Stulenski (Majdan Stuleński);51.357504;23.611112
Ruda-Huta (Ruda-Huta);51.235835;23.589169
Lublin Polnocny (Lublin Północny);51.241948;22.59889
Ramiszow (Ramiszów);51.193334;17.098337
Wroclaw Rozanka (Wrocław Różanka);51.138886;17.003887
Zamosc Wschod (Zamość Wschód);50.722497;23.276111
Zamosc Starowka (Zamość Starówka);50.716942;23.26278
Wegliniec (Węgliniec);51.290552;15.223331
Warszawa Centralna (Warszawa Centralna);52.228613;21.002775
Wroclaw Glowny (Wrocław Główny);51.098057;17.036392
Podborsko (Podborsko);53.934163;16.138891
Warszawa Wschodnia (Warszawa Wschodnia);52.2515246;20.9821647
Ustka (Ustka);54.578887;16.860554
Przecza (Przecza);50.733059;17.667498
Walbrzych Glowny (Wałbrzych Główny);50.743334;16.281667
Piaseczno (Piaseczno);52.066942;21.016942
Torun Glowny (Toruń Główny);53.000004;18.61444
Tczew (Tczew);54.097497;18.790278
Parczew (Parczew);51.626111;22.871668
Laski Tucholskie (Laski Tucholskie);53.666392;18.208055
Leszczydol (Leszczydół);52.646386;21.469441
Letnica (Letnica);51.889998;15.318886
Gdansk Srodmiescie (Gdańsk Śródmieście);54.346669;18.644167
Wroclaw Grabiszyn (Wrocław Grabiszyn);51.096664;16.974169
Grablewo (Grąblewo);52.235831;16.389448
Debica Wschodnia (Dębica Wschodnia);50.0625;21.448891
Opoczno Poludnie (Opoczno Południe);51.361666;20.235554
Sopot (Sopot);54.4400543;18.5623213
Laskowice Oleskie (Laskowice Oleskie);50.856391;18.095277
Szczecin Glowny (Szczecin Główny);53.419719;14.551945
Szklarska Poreba Gorna (Szklarska Poręba Górna);50.832498;15.518887
Swinoujscie (Świnoujście);53.904723;14.266663
Piersciec (Pierściec);49.830282;18.813335
Sieradz (Sieradz);51.597777;18.714723
Slupsk (Słupsk);54.467223;17.01667
Siedlce (Siedlce);52.16194;22.271386
Pobiedziska Letnisko (Pobiedziska Letnisko);52.474171;17.239998
Prabuty Gory (Prabuty Góry);52.806385;21.569724
Radom (Radom);51.390836;21.155277
Prudnik (Prudnik);50.329444;17.578613
Polanica-Zdroj (Polanica-Zdrój);50.397501;16.514721
Parlin (Parlin);53.371115;18.270557
Jelcz-Laskowice (Jelcz-Laskowice);51.037218;17.345001
Laskownica (Laskownica);52.915829;17.25083
Pawlow Wielkopolski (Pawłów Wielkopolski);51.421948;17.654724
Patnow Wielunski (Pątnów Wieluński);51.159166;18.633614
Patkow (Patków);52.271114;22.746107
Lipowa Slaska (Lipowa Śląska);50.736943;17.426947
Lopatki (Łopatki);51.32944;22.152225
Pawlowice (Pawłowice);51.819999;16.758886
Pila Glowna (Piła Główna);53.14278;16.744441
Oswiecim (Oświęcim);50.041393;19.199718
Ostrow Wielkopolski (Ostrów Wielkopolski);51.649168;17.805276
Opole Glowne (Opole Główne);50.661946;17.926945
Olsztyn Glowny (Olsztyn Główny);53.785832;20.497221
Nysa (Nysa);50.477775;17.341945
Nowa Sol (Nowa Sól);51.799441;15.708614
Nowy Sacz (Nowy Sącz);49.606666;20.703056
Muszyna (Muszyna);49.347498;20.895003
Malbork (Malbork);54.0359714;19.0431501
Pamiatkowo (Pamiątkowo);52.55333;16.685831
Lodz Kaliska (Łódź Kaliska);51.758054;19.430004
Pasieki (Pasieki);52.853893;21.560555
Lublin (Lublin);51.231385;22.568893
Leszno (Leszno);51.846113;16.565277
Legnica (Legnica);51.213614;16.168052
Pacholeta Po (Pacholęta Po);53.171114;14.471392
Kuznica Bialostocka (Kuźnica Białostocka);53.511113;23.641945
Kutno (Kutno);52.227498;19.347222
Kudowa-Zdroj (Kudowa-Zdrój);50.429718;16.244443
Krzyz (Krzyż);52.877499;16.018607
Paczkowo (Paczkowo);52.396945;17.158888
Slubice (Słubice);52.336115;14.595282
Paczyna (Paczyna);50.413052;18.570554
Lodz Arturowek (Łódź Arturówek);51.81528;19.456666
Lodz Marysin (Łódź Marysin);51.800277;19.486115
Lodz Stoki (Łódź Stoki);51.776671;19.510556
Ozorkow (Ozorków);51.972501;19.265834
Olsztynek (Olsztynek);53.585004;20.295279
Krynica-Zdroj (Krynica-Zdrój);49.409721;20.957226
Krakow Glowny (Kraków Główny);50.065835;19.947774
Koszalin (Koszalin);54.190832;16.169724
Konin (Konin);52.23139;18.251114
Kolobrzeg (Kołobrzeg);54.18222;15.570279
Koluszki (Koluszki);51.745281;19.819444
Kepno (Kępno);51.291667;18
Kielce (Kielce);50.874163;20.618054
Ozimek (Ozimek);50.67;18.208334
Katowice (Katowice);50.257503;19.017219
Olsztyn Zachodni (Olsztyn Zachodni);53.778056;20.466946
Buchalow (Buchałów);51.918053;15.365001
Buk (Buk);52.344996;16.525553
Bednary (Bednary);52.105281;20.063887
Bratoszewice (Bratoszewice);51.938612;19.652775
Brzoza Torunska Pbsz (Brzoza Torunska Pbsz);52.961386;18.685275
Bytonia (Bytonia);53.931943;18.267501
Sucha Beskidzka Zamek (Sucha Beskidzka Zamek);49.743886;19.603055
Kamieniec Zabkowicki (Kamieniec Ząbkowicki);50.536115;16.8975
Gniezno (Gniezno);52.529724;17.603333
Gdynia Glowna (Gdynia Główna);54.520835;18.529168
Jarocin (Jarocin);51.968887;17.494725
Kalisz (Kalisz);51.742782;18.071392
Olszyny (Olszyny);53.553614;21.110834
Inowroclaw (Inowrocław);52.80528;18.244444
Ostrowiec Swietokrzyski (Ostrowiec Świętokrzyski);50.933887;21.376942
Oborniki Wielkopolskie Miasto (Oborniki Wielkopolskie Miasto);52.645829;16.820274
Ostrow Wielkopolski Gorzyce (Ostrów Wielkopolski Gorzyce);51.647775;17.729721
Gliwice (Gliwice);50.30111;18.676942
Owinska (Owińska);52.511386;16.9875
Ostrowek Wegrowski (Ostrówek Węgrowski);52.560005;21.751666
Ostrowiecko (Ostrowiecko);49.955277;22.780553
Bratkow (Bratków);51.455001;20.115279
Bartag (Bartąg);53.712777;20.447223
Baszewice (Baszewice);53.863058;15.192219
Gdansk Glowny (Gdańsk Główny);54.355829;18.644167
Biesowice (Biesowice);54.193331;16.888052
Bialystok Stadion (Białystok Stadion);53.098058;23.129164
Blotnica Strzelecka (Błotnica Strzelecka);50.483887;18.403607
Czestochowa (Częstochowa);50.808614;19.121108
Duszniki-Zdroj (Duszniki-Zdrój);50.40889;16.386113
Bialogard (Białogard);54.009726;15.977778
Bialystok (Białystok);53.133889;23.135834
Bydgoszcz Glowna (Bydgoszcz Główna);53.135274;17.991388
Bytom (Bytom);50.343053;18.915282
Brzeg (Brzeg);50.853056;17.470553
Brzeg Dolny (Brzeg Dolny);51.266668;16.726112
Rudna Wielka (Rudna Wielka);50.081108;21.941392
Otwock (Otwock);52.108607;21.264442
Kobylka Ossow (Kobyłka Ossów);52.325552;21.190002
Ruszow (Ruszów);51.403888;15.176947
Otusz (Otusz);52.346668;16.594168
Otoczna (Otoczna);52.325552;17.689441
Rudzienice Suskie (Rudzienice Suskie);53.638337;19.668335
Ruda Talubska (Ruda Talubska);51.857502;21.585276
Otloczyn (Otłoczyn);52.912782;18.692781
Rurka (Rurka);53.493611;14.795831
Bialystok Starosielce (Białystok Starosielce);53.121943;23.086115
Boleslawice Swidnickie (Bolesławice Świdnickie);50.88806;16.464445
Bardo Slaskie (Bardo Śląskie);50.505003;16.73333
Bialki Siedleckie (Białki Siedleckie);52.128608;22.309447
Brzezinka Sredzka (Brzezinka Średzka);51.219726;16.83694
Borszewice (Borszewice);51.609723;19.035557
